index,model_id,category,super-category
5190,469b4de1-956c-437f-a1d8-14163b807e49,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5191,46a9eeed-d3f1-4353-9ff8-808547935c6a,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5192,46ad8149-1257-4119-ac32-8d3068e90b60,Bed Frame,Bed
5193,46b00dc5-347e-40e9-8479-2e70a8498678,Floor Lamp,Lighting
5194,46b28a7c-2681-42bd-9b22-54be8a2f2d0e,Three-Seat / Multi-seat Sofa,Sofa
5195,46b294cb-5a90-43a4-8899-5f1504f10d96,Pendant Lamp,Lighting
5196,46b66a68-3b89-4fe1-8e7d-fe36ea2308f6,,Others
5197,46b8d0ec-0fb8-419c-9cfb-5be804d483be,Corner/Side Table,Cabinet/Shelf/Desk
5198,46c5cbbf-2266-4dc2-8e2f-5dc1aa281af8,Loveseat Sofa,Sofa
5199,46c68d2d-c1cb-4bc2-8028-38d5b29f07d8,Nightstand,Cabinet/Shelf/Desk
5200,46ccda99-78ee-4aec-84eb-0618a74fd06c,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
5201,46d77799-d852-418e-98ed-b5d6797bfc34,Wardrobe,Cabinet/Shelf/Desk
5202,46da3b9f-78ac-4e0a-aa6b-da85dbf6cb46,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5203,46daaca5-c7fa-4db3-a2cc-74e891e98030,armchair,Sofa
5204,46db08ca-4165-4a26-ae35-56c85ab15ced,Three-Seat / Multi-seat Sofa,Sofa
5205,46e1956b-5f00-4064-a41a-b7dd01aac830,Single bed,Bed
5206,46e1f50f-ee0f-412c-ae8e-95d54ea99356,Barstool,Chair
5207,46e61200-a045-417e-8ffa-2b2d04365d39,,Others
5208,46eb0d2f-72a0-430c-bafc-06cc63a9afea,TV Stand,Cabinet/Shelf/Desk
5209,46efcafc-0622-4a48-880e-451e28e15008,King-size Bed,Bed
5210,46f38983-e049-4d4c-adc3-243ea19a9cc2,Sideboard / Side Cabinet / Console,Cabinet/Shelf/Desk
5211,46fc8baf-b028-4069-80bf-3de526309963,King-size Bed,Bed
5212,46fd79fc-9522-4381-9049-e54f61b211fb,Dining Table,Table
5213,46ff8f18-6ccd-4712-acd5-58d00ddb0807,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5214,4700b3ed-0d33-434f-bf15-1edee1cb65b3,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5215,470c931b-30d9-4817-8040-4bca427ee2aa,Pendant Lamp,Lighting
5216,470dba8a-9f91-4f6e-bf27-6aaed43846db,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5217,4715ca99-094f-4b4b-b99a-8c7202e53eba,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5218,47212f24-4bce-47d2-a2fe-ab3e6c9158b0,Coffee Table,Cabinet/Shelf/Desk
5219,4723d4fb-efed-4532-bd14-5c1d92887349,Bed Frame,Bed
5220,47248b59-7b30-4ad8-9f60-9ad8f4f16072,Tea Table,Cabinet/Shelf/Desk
5221,4727908a-f526-4dc8-a9fb-ecf0e5438b31,Loveseat Sofa,Sofa
5222,472b2d1e-56b0-4dd0-8402-5a20aa1cd37e,Shelf,Cabinet/Shelf/Desk
5223,472d6045-1a5a-49d0-aa6c-36f3e048385a,L-shaped Sofa,Sofa
5224,47313e81-314d-4f8f-b530-566efc54d4d8,TV Stand,Cabinet/Shelf/Desk
5225,473160b2-afce-4bd8-9541-046cc37c9fd3,Bunk Bed,Bed
5226,473a97ec-e818-4b43-8510-88a00eccc52b,Bed Frame,Bed
5227,473ae7f8-58da-4941-a1bf-f79dacfbdde2,Three-Seat / Multi-seat Sofa,Sofa
5228,4742c7be-149a-4663-8f55-25e06476d50f,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5229,47466fe3-2588-407b-a387-781df7bade38,Bunk Bed,Bed
5230,474966b3-68c6-4e05-9ca4-93f559e30992,Wardrobe,Cabinet/Shelf/Desk
5231,474c188f-38d0-4a68-afd1-6c62e6645bc1,TV Stand,Cabinet/Shelf/Desk
5232,474fa09a-647b-4828-9ab2-6f5894f966df,Dining Chair,Chair
5233,475448af-59ea-4c2f-aa3b-9461a10f54d9,Round End Table,Cabinet/Shelf/Desk
5234,47570843-03a5-4f5b-93cd-4a98057eb81e,Lounge Chair / Cafe Chair / Office Chair,Chair
5235,4762e7a9-d4be-4e0e-a75e-b1179bf576e6,Nightstand,Cabinet/Shelf/Desk
5236,47660e99-46b6-4d97-9f59-76f59dd36618,Bed Frame,Bed
5237,4766d664-437c-4d6b-992a-43dbf335fbfc,,Others
5238,47685d2b-ec8d-49b2-a61c-18b6d735642a,King-size Bed,Bed
5239,476a97a6-7d20-495e-9be7-e6bcc471fa77,Three-Seat / Multi-seat Sofa,Sofa
5240,476ecc07-d410-4841-adbb-78c357e13bca,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5241,47743ba1-1b3a-4b2a-8698-caf384221bca,armchair,Sofa
5242,4779b09d-b40b-4c97-9bdd-a743e3bdc66a,Bed Frame,Bed
5243,4779bf60-ffdb-40ad-9933-6ea65b0be9de,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5244,477acb1b-c703-45ed-9e3e-50756027ab7e,Loveseat Sofa,Sofa
5245,4782c7d1-b70e-4384-914e-fa106ef37c8f,Three-Seat / Multi-person sofa,Sofa
5246,478b4688-875b-4dd9-872a-bcf208426ab7,Pendant Lamp,Lighting
5247,478bff6d-d129-4162-a32b-e8b6eeec32d8,Tea Table,Cabinet/Shelf/Desk
5248,478d0b2c-e927-4f15-a868-3024c1e1b2e9,armchair,Sofa
5249,478e021b-a2a5-4051-85b5-c2f6c8bfc677,Chaise Longue Sofa,Sofa
5250,4791a4b6-848f-4e22-aa2e-5f7552b180e6,Dining Chair,Chair
5251,479f8705-a80d-464d-9235-76e819c2d85b,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5252,47a11128-1de8-4624-aa37-226979c7a248,Desk,Table
5253,47a20db0-13e0-4e6a-86b6-6db0d6ec2df1,Loveseat Sofa,Sofa
5254,47a2b84f-d91e-456a-b32e-84b3f164c4cb,Floor Lamp,Lighting
5255,47aa7da4-f017-46ce-96a2-fcff918bc334,Bed Frame,Bed
5256,47aab5cd-73dc-4bfc-ba36-15f35168b51f,Coffee Table,Cabinet/Shelf/Desk
5257,47ae69d1-fd20-43bb-8744-e1b2ce98aff4,Shelf,Cabinet/Shelf/Desk
5258,47b6ca5f-ca02-48df-9600-b516b998291c,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
5259,47b832c2-ca3c-444f-a7cb-0130dbfb8270,Barstool,Chair
5260,47babdd0-b7fd-416b-a257-fc23d885f4f0,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
5261,47bb0c77-783e-4b8a-96d7-896b2599b754,Round End Table,Cabinet/Shelf/Desk
5262,47c031ec-2445-4f3a-a582-4d0c34c394fc,Corner/Side Table,Cabinet/Shelf/Desk
5263,47c08cbb-5bcd-4aa6-bbed-c6dd45d51be1,Ceiling Lamp,Lighting
5264,47c219c4-c2e4-472c-86c6-ea3f00b28fa0,armchair,Sofa
5265,47c65d16-f137-45ea-9c5b-ac8466d35efe,,Others
5266,47c7dbf8-9e99-4707-a03a-b089fa0a5949,Three-Seat / Multi-seat Sofa,Sofa
5267,47c91fb3-4424-31fb-a0b5-85b0a9635504,armchair,Sofa
5268,47cdb25c-b39c-4f73-a132-6bc7deb39c07,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5269,47d2bec4-7605-41c1-a316-2c1206ea383d,Loveseat Sofa,Sofa
5270,47d40cd4-1ae6-4dbb-87f4-cf0f715eeff8,Dining Chair,Chair
5271,47d4bcfd-a8ab-4439-a704-1b85eb90c06d,King-size Bed,Bed
5272,47d79d2b-c44e-4486-b587-8d3209e08be0,Shelf,Cabinet/Shelf/Desk
5273,47d7e740-92fd-4687-8977-c1baa6cea843,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5274,47d829d9-4d88-4c03-a07f-0c86a1e9777e,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5275,47dba9b3-0e38-455e-9d48-6ca79a31d0ea,Loveseat Sofa,Sofa
5276,47dd63ba-3b22-4d16-a0e3-a9513d1e1262,Dressing Table,Table
5277,47dfeb0e-ff9f-4b29-9d70-40cca6f0780b,Wardrobe,Cabinet/Shelf/Desk
5278,47e0b417-14ac-49d1-9dd6-bbddbc816ad4,Children Cabinet,Cabinet/Shelf/Desk
5279,47e1d7cf-034c-43d6-a185-097ee6e5529c,Children Cabinet,Cabinet/Shelf/Desk
5280,47e57130-9be3-3b91-9dbf-725ae8dad08e,Dining Chair,Chair
5281,47e6d877-ad10-4362-bb51-beceff6b844b,Coffee Table,Cabinet/Shelf/Desk
5282,47e7c97c-ceba-48f9-bd55-3b5d8b1ad149,Floor Lamp,Lighting
5283,47e91624-1420-4f23-85cd-82c598d3b5ca,,Others
5284,47ef6062-e3dc-4eb5-8aaa-350e857eae40,Dining Table,Table
5285,47ef9a66-b01c-4763-b415-09292d54512e,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5286,47f34fa6-cd94-4fac-8a76-7ed660e7718b,Round End Table,Cabinet/Shelf/Desk
5287,47f83b79-4c11-4e0d-9ca7-9af47f191338,Three-Seat / Multi-person sofa,Sofa
5288,47ffbe6b-d081-4f8d-801e-ba0fb6153a01,Pendant Lamp,Lighting
5289,4808dc50-1f16-4a33-91e8-a93c1c9f2881,Pendant Lamp,Lighting
5290,480b5208-735e-4c83-afe3-0437b27f3c53,Corner/Side Table,Cabinet/Shelf/Desk
5291,48102934-dbec-4278-b8d6-d4e3f85abc28,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5292,4811c0a9-2a43-4517-8900-316af368302f,TV Stand,Cabinet/Shelf/Desk
5293,4811feb8-3e44-43ad-ab37-5a82e47a2ae2,Barstool,Chair
5294,48143f7f-fa2e-4475-979b-dd713e48a5dd,armchair,Sofa
5295,4815c3ab-4ef7-4985-a354-c8a7fcb14576,Three-Seat / Multi-seat Sofa,Sofa
5296,48180489-7bc0-4f98-b51d-f047f8b5f7ee,Single bed,Bed
5297,481c6762-f4f2-4338-a0f0-0bc92ebcffa7,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5298,481e10c7-9e78-46ef-83f2-f69cf4198cc0,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5299,481fadf8-1945-48b2-96d3-736cac8e42b2,,Others
5300,481fbaf7-add9-4f68-af6a-2e4d51162439,Children Cabinet,Cabinet/Shelf/Desk
5301,4825638c-8af0-4449-b307-99d174e81e3a,Barstool,Chair
5302,48261cc3-38e4-4cf5-af61-a16ae090eaef,Corner/Side Table,Cabinet/Shelf/Desk
5303,48269298-e819-4a68-87e8-1594f98de533,Ceiling Lamp,Lighting
5304,482a093c-bce5-4d5f-a293-a9deb9a95892,Dining Chair,Chair
5305,482d8cae-ecae-46fa-8a9d-4524734c233e,Single bed,Bed
5306,483026a3-cd47-4a1b-899b-2d7f37cec7ca,armchair,Sofa
5307,4832fe88-10f4-485b-b030-ea50af4706ef,Corner/Side Table,Cabinet/Shelf/Desk
5308,4838b05b-5f74-4e24-9cbd-3643042a4bd0,Hanging Chair,Chair
5309,483ba163-67d1-4ca5-ae9b-eaeda91a5b5b,Dining Table,Table
5310,483d658c-e6f7-4ebf-a9a4-2dc986e8bf87,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5311,483e39f8-3ced-4795-a1a9-1edc54f92c82,King-size Bed,Bed
5312,483ec93d-9219-4a53-a48e-781e5b129fe3,,Others
5313,4840efd6-03cb-403e-8554-6c29031b2fa2,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5314,48461d6a-32f7-4d20-9e35-b817ef0f1478,Dressing Chair,Chair
5315,484680bb-f5f9-4dc9-b40e-22844b32c83f,Dining Chair,Chair
5316,4846be13-d6b0-44ea-a65a-b6d58f7ba3be,Lounge Chair / Cafe Chair / Office Chair,Chair
5317,4847f8da-749d-4408-a3d8-f6cb7e124fec,Pendant Lamp,Lighting
5318,484b1fe3-4aa1-40d2-852f-00048cd1b1f5,Coffee Table,Cabinet/Shelf/Desk
5319,4851ae45-045c-3918-afa9-3bc1387423e7,Dining Table,Table
5320,485394cb-8e71-4e46-b4c3-41d4366b7b19,King-size Bed,Bed
5321,485d233b-2a47-451a-8a47-67c9d5e4de83,Pendant Lamp,Lighting
5322,485fa040-ac8e-4396-a3d1-36de9eefef8f,Dressing Table,Table
5323,485fb8a0-17de-4a66-a9a4-fdca0ba1e946,Ceiling Lamp,Lighting
5324,486cb090-746c-414d-ab36-d517a560dfae,Three-Seat / Multi-seat Sofa,Sofa
5325,486da62c-991f-4e05-a7d9-b6e91e3627f5,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5326,486e87d6-3e65-4d79-8863-cb12ead2dc88,Ceiling Lamp,Lighting
5327,486f51ce-1401-3d47-8cc4-27160b1194b1,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
5328,487092ac-5c24-48bc-a957-95be07cd9be5,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
5329,487242c3-f7ae-4177-981a-34c4b454382f,Wine Cooler,Cabinet/Shelf/Desk
5330,4874d831-e295-4d5d-a427-88e7414698a2,Pendant Lamp,Lighting
5331,487b28a6-b0ba-425c-bab9-23f1fa3b24eb,Lazy Sofa,Sofa
5332,487e3552-1f49-3925-8993-967b148de273,armchair,Sofa
5333,487ef439-405e-49f6-a67d-b9a38ec99088,Lounge Chair / Cafe Chair / Office Chair,Chair
5334,487ef6ec-64be-47f0-933e-50f1559c30dd,Wine Cabinet,Cabinet/Shelf/Desk
5335,48837580-2014-4595-ae78-e655724d88d9,Dressing Table,Table
5336,48886468-a63f-4a66-8442-2c2b2dcac9d5,Children Cabinet,Cabinet/Shelf/Desk
5337,488bb246-4b78-4a4e-9b7e-27ae5380d0d2,armchair,Sofa
5338,488c69db-0577-43b6-8824-93c1a9bf0872,Children Cabinet,Cabinet/Shelf/Desk
5339,488ee115-c86d-40c2-aa41-f40776656179,,Others
5340,488f239b-81f3-403c-b32d-7d80f1bce848,,Others
5341,4890e48b-62ec-45a7-80eb-d9111b9619e7,Corner/Side Table,Cabinet/Shelf/Desk
5342,48910806-284f-421b-b541-7a6d1971c0c8,TV Stand,Cabinet/Shelf/Desk
5343,4891137b-a48b-4961-a69c-9629a6f165d5,Ceiling Lamp,Lighting
5344,4893d1b2-647b-4f0f-9bca-3123fb28c881,Barstool,Chair
5345,4896b67d-8d64-4a67-b5aa-7703288dcbad,Wardrobe,Cabinet/Shelf/Desk
5346,4899225c-21f3-4c8b-b907-7bb878d6a8bc,Three-Seat / Multi-seat Sofa,Sofa
5347,489e32eb-2e28-46a4-b2ff-a1688a83333f,Pendant Lamp,Lighting
5348,48a13f50-cc61-4117-96c3-d98b53b5ebc0,,Others
5349,48a406e1-6324-4d03-ba90-06eb371e43af,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5350,48a657af-018e-4b42-8555-0d70bb947aba,Coffee Table,Cabinet/Shelf/Desk
5351,48a77f0c-62cf-40d1-b617-587e30b4efbc,Bed Frame,Bed
5352,48aa1f3f-9c09-4fad-b499-8d10b2a5045f,,Others
5353,48ac9e6d-38b4-43e1-92d6-c3f44ccab9b8,Loveseat Sofa,Sofa
5354,48b31960-ad7e-4a99-b890-f1ffe19d48a8,King-size Bed,Bed
5355,48b5ee7a-e3a5-4701-b27b-e2850f43d558,Three-Seat / Multi-seat Sofa,Sofa
5356,48b6a0f4-8455-4c28-9144-2d90b08711b2,Desk,Table
5357,48bc8a4d-4fbc-495c-8a05-a1ed51433341,,Others
5358,48c102f1-3587-4c7e-82e2-2502970c50b0,,Others
5359,48c3ea8e-0e63-4afe-b210-2a94628d7772,Tea Table,Cabinet/Shelf/Desk
5360,48c6f0f5-7dd5-4621-a134-502ced8638cc,Children Cabinet,Cabinet/Shelf/Desk
5361,48d2dfa5-55dd-408f-a33b-4a085742e055,Single bed,Bed
5362,48d707fa-87fb-42c1-9609-20eb7bdd48dd,Dining Table,Table
5363,48db9ffc-306b-4a41-b040-dec707e6f2ba,Sideboard / Side Cabinet / Console Table,Table
5364,48dcdb63-c6ec-4af0-a608-2fc1d9cca335,Double Bed,Bed
5365,48e9ee6e-1f91-4f7c-85b3-ae431046a1aa,,Others
5366,48eb43b0-5db0-4b93-9c77-93e7e805c79d,,Others
5367,48f42e07-2300-4fcf-b175-d56ca95cec9b,Nightstand,Cabinet/Shelf/Desk
5368,48fe0333-9c9a-47d2-938a-b093a29af8d1,Pendant Lamp,Lighting
5369,48fe0ce1-ca3d-42fa-8f15-e92e93ce37b4,Bunk Bed,Bed
5370,48ff48de-90f8-4729-b798-fe249be45bae,Wine Cooler,Cabinet/Shelf/Desk
5371,4904e47a-a6fb-4432-857b-ef0effe9a515,armchair,Sofa
5372,490bec49-7b94-40b1-828f-fac4114658e6,Shelf,Cabinet/Shelf/Desk
5373,490c7957-69d7-4e48-9c98-c253e79fdf0c,Pendant Lamp,Lighting
5374,490fe1d7-daac-4230-be02-cdaaffb8af32,Round End Table,Cabinet/Shelf/Desk
5375,49103a22-7e99-475e-8e8b-53bbd180f437,Dining Chair,Chair
5376,49126819-12fc-470a-a809-fcd9102ce88f,Pendant Lamp,Lighting
5377,4914ae4b-67d4-4af4-bbfc-765ae88e14ae,Lounge Chair / Cafe Chair / Office Chair,Chair
5378,4916690c-14c3-475e-8139-602258aa7f21,Wardrobe,Cabinet/Shelf/Desk
5379,491e56b4-94d5-451b-b70e-a491bfdb51fe,Children Cabinet,Cabinet/Shelf/Desk
5380,49220bc6-1ae5-401b-b35e-3c3c00bfb935,Coffee Table,Cabinet/Shelf/Desk
5381,49265336-2062-402e-9957-a18fdc5bb4ac,Ceiling Lamp,Lighting
5382,49268379-1b88-45ac-b83f-efb47b5749a2,TV Stand,Cabinet/Shelf/Desk
5383,49270dd7-7db1-496f-a619-1124e638d37f,Kids Bed,Bed
5384,492c4cc4-d632-4718-a5cf-bb46076401df,Dining Table,Table
5385,492e2b93-0169-44ec-826a-ce6a5b67a8fb,,Others
5386,49328b84-d16a-4790-bf62-881425881f15,armchair,Sofa
5387,49328e15-1016-48dc-9bd3-51d5af2b8edc,Lounge Chair / Cafe Chair / Office Chair,Chair
5388,4945b111-b731-454f-b6c9-f7c22574c607,TV Stand,Cabinet/Shelf/Desk
5389,4948b9f9-bc22-4682-99f1-5703fbc9b458,King-size Bed,Bed
5390,49508240-6ff1-4600-8f1d-333b339b58a7,Floor Lamp,Lighting
5391,49516675-f65f-4a6f-82cb-4b8583a5cc70,Corner/Side Table,Cabinet/Shelf/Desk
5392,4953d51c-39a2-42a4-be96-5b0d8362aff0,armchair,Sofa
5393,496400ff-4540-4911-a1c8-a5ace630cf89,Dining Chair,Chair
5394,4965500e-8b01-487c-884a-d7a27779ae37,Wine Cooler,Cabinet/Shelf/Desk
5395,496b7e7d-2798-41ca-ab19-1ac9c5701ad2,Nightstand,Cabinet/Shelf/Desk
5396,496c8fcf-c05a-4a73-ac2a-52610f93db4e,Pendant Lamp,Lighting
5397,49731dab-829e-4ea4-8181-e893ce757cba,Desk,Table
5398,49758236-6a70-42af-94b3-4aa8e9798ac9,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5399,4975ba09-4ffb-4620-b8e5-8029c901bf10,Loveseat Sofa,Sofa
5400,497cd032-1332-4d2f-8d96-9bbcf4ff1657,Loveseat Sofa,Sofa
5401,497d9da0-809a-4736-a336-f94e623103b2,armchair,Sofa
5402,49810b6f-d8bc-45bd-9bdc-a1c1d4a97b45,Corner/Side Table,Cabinet/Shelf/Desk
5403,4983b971-4bb4-4457-8315-496986a014a5,Ceiling Lamp,Lighting
5404,49869010-7f1a-496c-a0ec-cd159e30ea41,Three-Seat / Multi-seat Sofa,Sofa
5405,498a9312-e776-4525-9a9c-3225df3304e4,Lazy Sofa,Sofa
5406,498f3546-9b5c-3e58-a87b-6cf7dd6379c0,Lounge Chair / Cafe Chair / Office Chair,Chair
5407,4994ac08-4716-4741-a656-fec52f79eec6,Three-Seat / Multi-seat Sofa,Sofa
5408,4999e7f3-520c-46e9-aa15-2104cc9bfec5,Loveseat Sofa,Sofa
5409,499b11ea-37e5-4435-800c-f9c4091e079b,Wine Cabinet,Cabinet/Shelf/Desk
5410,49a1cb9d-71c4-4e91-8fad-b4a963422c57,Wine Cabinet,Cabinet/Shelf/Desk
5411,49a279d9-c02c-4477-b7b3-abfbdbf25316,Corner/Side Table,Cabinet/Shelf/Desk
5412,49a34778-1398-458c-b7b9-1a4fc1053f82,Lounge Chair / Book-chair / Computer Chair,Chair
5413,49a748f5-53c7-4975-96fe-c2a39f4ae26f,Shelf,Cabinet/Shelf/Desk
5414,49a97a90-4584-4e80-a5de-4e4c8e05a795,Desk,Table
5415,49aa1ecb-46bc-4fd8-a296-484d50f68eee,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5416,49aa673e-1afa-41fc-809b-eab4e587d594,Three-Seat / Multi-person sofa,Sofa
5417,49b54ed4-aecc-4ea3-b2ba-e5f633f752dc,Children Cabinet,Cabinet/Shelf/Desk
5418,49b5e490-cc9e-44eb-a4ed-fde6117b58f8,Loveseat Sofa,Sofa
5419,49b64c30-c4c1-467b-8d40-c58c059b865c,Lounge Chair / Book-chair / Computer Chair,Chair
5420,49b8a851-68af-45b5-8164-46f809b5b021,,Others
5421,49ba52b0-36bc-4d0c-a760-6cbdd536f264,Floor Lamp,Lighting
5422,49bc882a-2955-4b12-973d-fb555b9148b6,,Others
5423,49bdb296-7d0e-424b-aa57-f11a42c52689,Pendant Lamp,Lighting
5424,49be972d-8cd9-3b6f-b3b5-6dce58777e2c,Dining Chair,Chair
5425,49bedab3-d11d-4d94-830e-9eae9af121f1,Shelf,Cabinet/Shelf/Desk
5426,49bf9877-f049-4953-a76b-c77868354e2e,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
5427,49bfc75d-5dd0-4436-9dee-c9823e9ccc54,Wine Cooler,Cabinet/Shelf/Desk
5428,49c702f5-7fa8-4844-adbb-1270b84d4041,Shelf,Cabinet/Shelf/Desk
5429,49ceff51-0cc8-306e-88df-ae11fb2511fe,,Others
5430,49d42ed1-8516-4228-9c3b-1331fac12715,Corner/Side Table,Cabinet/Shelf/Desk
5431,49de7550-9378-4f68-81f3-de1dbd7281a0,Shelf,Cabinet/Shelf/Desk
5432,49e0cccc-9527-4053-b432-77db34122a17,,Others
5433,49e112c7-6c52-4aca-b689-b396d4e1a3b3,Shelf,Cabinet/Shelf/Desk
5434,49e8f3e2-52ad-4c16-864a-4ea7f7478313,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
5435,49ea9e72-099f-455d-8df6-5e259542e73c,Pendant Lamp,Lighting
5436,49f3868f-f14f-45d9-8882-3e96ede0ff8a,Dining Table,Table
5437,49fb1036-6a63-46fd-bfad-cac821a33457,Desk,Table
5438,49fb3649-6a57-46d6-8c29-16658e7d1d09,armchair,Sofa
5439,4a011462-bbfe-4430-b9e7-b3629bc87395,Three-Seat / Multi-seat Sofa,Sofa
5440,4a067383-06a2-48aa-89cc-4bcde8e93a9e,Coffee Table,Cabinet/Shelf/Desk
5441,4a09b8a2-dce7-4912-9f95-a52d411de7f7,Loveseat Sofa,Sofa
5442,4a0dfb91-bd0e-4810-859d-9cde6ff00c9a,Children Cabinet,Cabinet/Shelf/Desk
5443,4a1424d4-ee1c-4866-aa3f-a83bbb0bd430,Shelf,Cabinet/Shelf/Desk
5444,4a145658-3382-46b1-9bd7-d3d61bd1e49e,armchair,Sofa
5445,4a150921-6380-4fa4-a92c-3ff7991a3875,Wardrobe,Cabinet/Shelf/Desk
5446,4a18e45d-05a1-4d21-9fb3-b53996157b14,Barstool,Chair
5447,4a1bca02-fbe1-4d5a-8ab8-73cf01b50396,Single bed,Bed
5448,4a1ee475-caa2-441b-9d9f-832dc3c01a3c,armchair,Sofa
5449,4a1eee01-7822-4747-833b-dac408e51282,Wardrobe,Cabinet/Shelf/Desk
5450,4a211f95-0657-366f-943f-437290133b8f,Lounge Chair / Cafe Chair / Office Chair,Chair
5451,4a2a6bb3-4789-4816-aaaa-3e77244a8da5,Lounge Chair / Cafe Chair / Office Chair,Chair
5452,4a2aa3cd-c60b-448b-aab6-52e08013ff83,,Others
5453,4a2df868-c5f4-4a55-94b8-c28408b710e6,Loveseat Sofa,Sofa
5454,4a3c1778-0e62-4071-9edc-f5b52f0c7293,Dressing Table,Table
5455,4a3ddfa6-ec55-4703-9ce6-f02366d31e3c,armchair,Sofa
5456,4a435ea6-6a96-4a45-8000-5602f0732e41,Dining Table,Table
5457,4a43aa1e-0cd1-48b6-aa19-e5d5221bd1b0,Pendant Lamp,Lighting
5458,4a44ab0c-af72-49e6-8813-e36f746977dd,Three-Seat / Multi-seat Sofa,Sofa
5459,4a45a893-ed0c-4f36-9941-31fad9d03e53,Three-Seat / Multi-seat Sofa,Sofa
5460,4a4761bc-9f6c-43d3-993d-ceab92569d3a,Chaise Longue Sofa,Sofa
5461,4a479b61-34aa-489a-9b59-d373d26da7fd,Coffee Table,Cabinet/Shelf/Desk
5462,4a4a11fa-9359-4f65-a68e-6dfc9908af1f,TV Stand,Cabinet/Shelf/Desk
5463,4a4ea2f0-361f-4cfb-9c07-5605286acd58,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5464,4a516cce-64e2-4af0-b9e1-13bca2fa13c7,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5465,4a584aa5-909b-4193-b1ea-3a63f6eb4faf,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
5466,4a591643-75ab-4372-9de5-0bb152618fa7,King-size Bed,Bed
5467,4a5c3ddc-7e08-4d57-930e-87ab143d37ab,King-size Bed,Bed
5468,4a5e3b4f-7e00-481d-a666-ba5f5cf627be,Loveseat Sofa,Sofa
5469,4a60daea-bd12-4fa5-8cdd-e6565f3055dd,Round End Table,Cabinet/Shelf/Desk
5470,4a676c03-f6f6-4dc2-9c72-111dee1fc829,Children Cabinet,Cabinet/Shelf/Desk
5471,4a67e34c-7a29-47d8-bf32-6944e2e341e1,TV Stand,Cabinet/Shelf/Desk
5472,4a6aea75-8b07-426e-aaef-8f4a1841d513,Wardrobe,Cabinet/Shelf/Desk
5473,4a6b8ca7-ef00-496b-af6c-636fb52c2481,Pendant Lamp,Lighting
5474,4a6c8766-5641-4d4d-914b-822e409441a4,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
5475,4a6cd5c8-7cea-4bdb-bb20-b769147b2f98,Coffee Table,Cabinet/Shelf/Desk
5476,4a6ceef6-5e1a-4305-8d56-aaed0ac39ee6,Double Bed,Bed
5477,4a6eb304-dcc5-477e-8349-933c2ee27d0d,Three-Seat / Multi-seat Sofa,Sofa
5478,4a723275-1205-4a8b-a463-bfa877370533,,Others
5479,4a72c3aa-b70b-45b0-88a5-089315c86dbc,Wardrobe,Cabinet/Shelf/Desk
5480,4a76c521-b125-405e-850d-9a185e8cc6a2,Lounge Chair / Cafe Chair / Office Chair,Chair
5481,4a7b578e-0183-4df8-90a1-94dad8abec21,Pendant Lamp,Lighting
5482,4a8b2e50-451e-4ee1-a509-697f87481545,armchair,Sofa
5483,4a92848f-5ea2-4b55-9107-c4efd9909ec1,Dining Table,Table
5484,4a930e35-e0ef-42bc-b8a5-86a5c22d4df0,Wardrobe,Cabinet/Shelf/Desk
5485,4a997e08-109d-3e9b-839e-143cdb7dcdf0,armchair,Sofa
