id,front,nmaterials,minPoint,maxPoint,aligned.dims,index
1f99f669-6844-4e5b-8a21-1b10b4f154c0,"0, 0, 1",0,"-0.398568,0.,-0.650002","0.398568,0.735025,0.650002",",79.7136,73.5025,130.0004",2471
1f9bcdf8-2390-4712-8bcc-66bfe526712f,"0, 0, 1",0,"-2.12388e-01,-1.93000e-04,-2.40542e-01","0.212388,0.847596,0.240542","42.4776,84.7789,48.1084",2472
1f9f2b26-846a-4e58-87e2-8a1ff1e5a749,"0, 0, 1",0,"-0.347774,0.,-0.315667","0.346599,0.838603,0.316496","69.4373,83.8603,63.2163",2473
1fa4b862-ed44-4523-a3cc-67956eb18bd0,"0, 0, 1",0,"-0.339115,0.,-0.406459","0.339115,1.029912,0.406434",",67.823,102.9912,81.2893",2474
1faac20f-0b8d-4632-8ef8-844ccb3b4375,"0, 0, 1",0,"-0.378171,0.,-0.378152","0.378171,0.355878,0.378152","75.6342,35.5878,75.6304",2475
1fabeadc-efd8-4b75-a865-3da667a63d6f,"0, 0, 1",0,"-0.631978,0.,-0.563083","0.632274,0.92284,0.563057","126.4252,92.284,112.614",2476
1fac3414-a556-4e06-8913-b0d9e3f9472f,"0, 0, 1",0,"-6.50058e+01,-6.10352e-05,-1.50003e+01","65.,83.4995,15.0062","13000.58,8349.95610352,3000.65",2477
1fac9d1b-274b-4e9b-9cd4-8845c4356f75,"0, 0, 1",0,"-1.08657,-0.003605,-0.447201","1.08679,0.846504,0.445929","217.336,85.0109,89.313",2478
1fb3390c-565a-4456-91fe-fc6baaf86006,"0, 0, 1",0,"-8.45968e-01,-5.83000e-04,-1.11787e+00","0.847437,1.3082,1.11772","169.3405,130.8783,223.559",2479
1fb6f586-4ae0-4400-b86d-fc27b443f774,"0, 0, 1",0,"-74.8895,0.,-28.2807","74.8895,44.8338,28.2807","14977.9,4483.38,5656.14",2480
1fba3582-9fcd-4609-bf19-3b8bff77a5de,"0, 0, 1",0,"-0.655802,0.,-0.304922","0.655203,0.638642,0.304922","131.1005,63.8642,60.9844",2481
1fbe850a-8237-428a-86e0-c9a903c67364,"0, 0, 1",0,"-1.5045,0.,-0.903887","1.5045,1.77077,0.903887","300.9,177.077,180.7774",2482
1fbf4192-1fb3-4451-8254-95da51452ee3,"0, 0, 1",0,"-1.47667e+00,-1.49000e-04,-9.45774e-01","1.47549,0.890215,0.946211","295.216,89.0364,189.1985",2483
1fc096d4-f7de-4d56-8c98-ebd3863838fc,"0, 0, 1",0,"-0.29396,0.,-0.296563","0.29396,0.548158,0.296564","58.792,54.8158,59.3127",2484
1fc1d19b-87b5-4d16-8cfa-69d642a37dba,"0, 0, 1",0,"-1.07362,0.,-0.271128","1.07362,2.66015,0.271337","214.724,266.015,54.2465",2485
1fc51a9b-ef9d-3acb-bb6d-9abd155cf3aa,"0, 0, 1",0,"-1.179982e+00,-8.010000e-04,-6.477300e-01","1.179981,0.840201,0.501054","235.9963,84.1002,114.8784",2486
1fc97bfd-2d83-4ddf-b80b-34d2f341343a,"0, 0, 1",0,"-0.364951,-0.,-0.356502","0.365116,1.301627,0.355502",",73.0067,130.1627,71.2004",2487
1fcbf10d-364a-4236-8b84-59cfb02a226b,"0, 0, 1",0,"-9.93750e+01,-4.23694e-03,-1.64560e+01","99.375,47.1715,16.456","19875.,4717.573694,3291.2",2488
1fd09aa2-05d2-4be9-b9e5-acb01ee52448,"0, 0, 1",0,"-4.75039e+01,-1.22070e-05,-2.00003e+01",",47.5039,167.043,20.0003",",9500.78,16704.3012207,4000.06",2489
1fd17700-6286-312d-a9a8-14920554987d,"0, 0, 1",0,"-0.253896,0.001387,-0.338707","0.254209,1.008242,0.338707",",50.8105,100.6855,67.7414",2490
1fd55b49-a16a-46b1-a196-e6d00b4ec179,"0, 0, 1",0,"-0.340575,0.,-0.341625","0.340006,0.747565,0.341513","68.0581,74.7565,68.3138",2491
1fdbd5ed-3556-45e5-a120-775f9daf288e,"0, 0, 1",0,"-4.75000e+01,-3.05176e-05,-2.05000e+01",",47.5,136.881,20.5",",9500.,13688.10305176,4100.",2492
1fdc7c64-be84-4a2f-aee8-80c315e902fc,"0, 0, 1",0,"-0.800746,0.,-0.537877","0.800746,0.392226,0.537877","160.1492,39.2226,107.5754",2493
1fde7d3b-0e96-4f1b-871a-59c86509c2f9,"0, 0, 1",0,"-2.22087e+01,-8.01051e-16,-2.22061e+01",",22.2087,162.512,22.2061",",4441.74,16251.2,4441.22",2494
1fe216af-c55d-4c1b-ac5e-d9bae1f28258,"0, 0, 1",0,"-74.3442,0.,-62.4246",",74.3442,121.1672,62.4246","14868.84,12116.72,12484.92",2495
1fe4b495-b4f4-4db6-89b6-70ba85ac5fb9,"0, 0, 1",0,"-3.88241e-01,1.00000e-06,-3.69343e-01","0.388241,0.716907,0.369387","77.6482,71.6906,73.873",2496
1fe606ff-0b70-4411-bccc-9951a7a3feb1,"0, 0, 1",0,"-1.168596,0.,-0.417847","1.168748,0.905285,0.418283","233.7344,90.5285,83.613",2497
1fe97184-a26a-42ee-b5ca-2ac16ef6530a,"0, 0, 1",0,"-1.02931e+00,-2.00000e-06,-1.23214e+00","1.02929,0.984032,1.23212","205.86,98.4034,246.426",2498
1fea29bb-04b1-49fc-b028-4c067f0ff016,"0, 0, 1",0,"-2.42916e+01,-1.00708e-03,-8.08817e-01","24.2704,48.3169,0.774752","4856.2,4831.790708,158.3569",2499
1feaa113-f3bd-4847-8d87-f4eb5c8979c9,"0, 0, 1",0,"-9.03447e+01,-3.05176e-06,-2.79150e+01","90.3472,60.7254,27.9219","18069.19,6072.54030518,5583.69",2500
1feb0ade-8650-4ffc-829c-511f8b8eb215,"0, 0, 1",0,"-0.940982,-0.,-0.975848","0.940982,0.821409,0.975849","188.1964,82.1409,195.1697",2501
1feec0c4-740b-4c87-b30a-077eefd39a59,"0, 0, 1",0,"-3.62029e-01,2.56000e-04,-3.77280e-01","0.361857,0.833873,0.377141","72.3886,83.3617,75.4421",2502
1ff04aec-2aa8-417a-a19b-6e5e6ae1bf1d,"0, 0, 1",0,"-0.218849,0.,-0.179486","0.218826,0.423031,0.17945","43.7675,42.3031,35.8936",2503
1ff36fb5-8aca-3bf7-8683-44606e1e2142,"0, 0, 1",0,"-0.658612,0.,-0.658495","0.658612,0.719835,0.658495","131.7224,71.9835,131.699",2504
1ff4f2ae-8a16-4230-9d14-43731c1d3fb6,"0, 0, 1",0,"-1.07533e+00,-4.50000e-05,-1.08357e+00","1.07568,1.01319,1.08296","215.101,101.3235,216.653",2505
1ff52de6-cdee-4a7f-a6c3-6fbe53cbacd6,"0, 0, 1",0,"-22.8908,0.,-17.7565","22.8908,37.5235,17.7565","4578.16,3752.35,3551.3",2506
200917a7-ee45-45c6-8e9d-0d9cfee1fe20,"0, 0, 1",0,"-0.065578,-0.,-0.065578","0.065578,0.941563,0.065578","13.1156,94.1563,13.1156",2507
200c7ae6-a733-4ced-852c-dab54ab95c16,"0, 0, 1",0,"-0.369121,0.,-0.369121","0.369121,0.414611,0.369121","73.8242,41.4611,73.8242",2508
2010402c-d100-4a23-a41d-aa4b5314db6d,"0, 0, 1",0,"-29.0982,0.0354736,-29.765","28.9963,81.2822,29.7797","5809.45,8124.67264,5954.47",2509
201226d3-7b96-46ff-b4a3-9051f28f4817,"0, 0, 1",0,"-9.53485e-01,-5.10000e-05,-1.16384e+00","0.953281,1.03707,1.16373","190.6766,103.7121,232.757",2510
2017ffc5-e1cc-4c2d-baa5-56d5d34173a8,"0, 0, 1",0,"-32.5,0.,-18.4191",",32.5,105.,18.4191",",6500.,10500.,3683.82",2511
201b249f-fe30-4b4c-ba29-a11cba3a9386,"0, 0, 1",0,"-111.327,0.,-50.7761","111.197,97.791,50.8743","22252.4,9779.1,10165.04",2512
201f281e-52d6-41cb-87c3-1e00b9282d9f,"0, 0, 1",0,"-1.026572,0.,-0.411106","1.026604,0.710244,0.411333","205.3176,71.0244,82.2439",2513
2023ab55-4098-3849-9879-ea3f9f451223,"0, 0, 1",0,"-6.50142e-01,-2.65000e-04,-3.49675e-01","0.647918,0.954184,0.349675","129.806,95.4449,69.935",2514
20256e43-e58d-42d6-8f21-0810936def36,"0, 0, 1",0,"-0.229127,-0.001743,-0.229126","0.229876,0.573567,0.229126","45.9003,57.531,45.8252",2515
202635a7-5908-45ab-9cb8-737508efe9ca,"0, 0, 1",0,"-49.3058,0.,-48.6858",",49.3106,154.18,48.7108",",9861.64,15418.,9739.66",2516
2027ffde-a7af-419a-8421-224c03e656d6,"0, 0, 1",0,"-1.09540e+00,-5.20000e-05,-1.15083e+00","1.0954,1.59686,1.15085","219.08,159.6912,230.168",2517
202be378-8e97-471d-9041-8f24d8c3df00,"0, 0, 1",0,"-3.85347e-01,2.54000e-04,-4.57444e-01","0.385316,1.20861,0.457589",",77.0663,120.8356,91.5033",2518
20315f14-fb14-4ad3-90d3-1911c0a98510,"0, 0, 1",0,"-0.765398,0.,-0.783468","0.765443,0.433977,0.783468","153.0841,43.3977,156.6936",2519
20316a10-7760-403b-a9eb-6dd72c936d39,"0, 0, 1",0,"-1.383,0.,-1.145904","1.383,1.228,1.145904","276.6,122.8,229.1808",2520
2033c954-5a48-46d7-a20f-907d39171d1e,"0, 0, 1",0,"-0.564434,0.,-0.534615","0.564434,0.383001,0.534615","112.8868,38.3001,106.923",2521
2042678f-cd6a-48ef-bf33-95d8d1b07194,"0, 0, 1",0,"-41.5993,0.,-21.0017",",41.5993,199.4301,21.0017",",8319.86,19943.01,4200.34",2522
2046863b-b103-395e-bc9b-91cf5ad009c9,"0, 0, 1",0,"-0.445705,0.,-0.814797","0.445705,0.738663,0.814797",",89.141,73.8663,162.9594",2523
2046ba7f-06bc-4183-88ed-e0b1b35fd1fb,"0, 0, 1",0,"-24.9467,0.,-41.1588","24.9467,53.5975,41.1588","4989.34,5359.75,8231.76",2524
2049860b-939b-305a-b051-6a95b4558fed,"0, 0, 1",0,"-0.345005,0.000952,-0.388107","0.345004,0.703679,0.387441","69.0009,70.2727,77.5548",2525
2054aeaa-9ba8-43e9-b88a-a571d7adbbaa,"0, 0, 1",0,"-0.203504,0.,-0.20992","0.204073,0.511817,0.209979","40.7577,51.1817,41.9899",2526
2054cf1c-c37a-454c-9552-784fe7180bc8,"0, 0, 1",0,"-6.67374e+01,6.10352e-06,-4.08324e+00","66.7379,80.3005,4.08327","13347.53,8030.04938965,816.651",2527
2057d07d-11a6-4873-9199-8eca3f6fcb8c,"0, 0, 1",0,"-0.689315,0.,-0.475155","0.689315,0.360442,0.475155","137.863,36.0442,95.031",2528
2059a952-2259-4ce0-a10c-e55e6bac44b4,"0, 0, 1",0,"-0.684775,0.,-0.357944","0.684775,0.647644,0.357944","136.955,64.7644,71.5888",2529
205aca9c-7f0e-4eeb-a80c-31efe81f6951,"0, 0, 1",0,"-0.299289,0.,-0.217743","0.299289,0.480432,0.217743","59.8578,48.0432,43.5486",2530
205c1d74-d507-4a4a-9a58-5a026f2e2931,"0, 0, 1",0,"-1.31162,-0.,-0.584633","1.31162,1.82031,0.584633","262.324,182.031,116.9266",2531
206d272e-e0ce-3339-b7b7-a459ce2ada73,"0, 0, 1",0,"-99.2253,0.,-49.466","97.4596,77.077,48.3549","19668.49,7707.7,9782.09",2532
206d3420-05b2-4500-815f-51887d7cbae8,"0, 0, 1",0,"-1.01585e+00,-3.00000e-06,-9.91888e-01","1.01573,1.4171,0.991661","203.158,141.7103,198.3549",2533
206f88c4-68b7-4ecf-ba15-8bf296209515,"0, 0, 1",0,"-0.525539,0.,-0.258373","0.525539,1.72547,0.258374","105.1078,172.547,51.6747",2534
207129c6-8b86-3fa7-bc82-54444f33d2ff,"0, 0, 1",0,"-1.717008e+00,2.800000e-05,-4.991120e-01","1.127065,0.750747,0.498172","284.4073,75.0719,99.7284",2535
2072fbfa-9db4-4815-87eb-81db29ba7480,"0, 0, 1",0,"-5.10905e-01,-1.08000e-04,-2.07283e-01","0.510806,2.,0.207224","102.1711,200.0108,41.4507",2536
2073786e-ae1a-4b5d-8f4b-577a0ac941af,"0, 0, 1",0,"-0.35875,0.,-0.35875","0.35875,0.553508,0.35875","71.75,55.3508,71.75",2537
207906b4-16e6-492b-8dec-1af312c2c4a2,"0, 0, 1",0,"-9.03225e-01,-1.47000e-04,-2.95443e-01","0.903223,0.758715,0.296099","180.6448,75.8862,59.1542",2538
20849fea-97d7-47f2-bb5e-7d3819482b9a,"0, 0, 1",0,"-0.841413,0.,-1.15775","0.841413,1.63994,1.15775","168.2826,163.994,231.55",2539
2086d465-1d62-4d74-bcee-a7df9bd287e0,"0, 0, 1",0,"-30.,0.,-30.","30.,93.,30.","6000.,9300.,6000.",2540
208d701e-50c0-4651-9dc9-d7bf7c28b851,"0, 0, 1",0,"-2.10749e-01,-1.00000e-05,-2.11952e-01","0.210764,0.655655,0.212068","42.1513,65.5665,42.402",2541
2090d236-7b72-4021-b93b-96e5a7af3862,"0, 0, 1",0,"-0.894131,0.,-0.19","0.894131,0.420784,0.19","178.8262,42.0784,38.",2542
20945f53-208b-4296-b55c-1dfd276faae1,"0, 0, 1",0,"-3.74427e+01,-1.28787e-15,-2.49971e+01","37.3863,38.0008,24.9841","7482.9,3800.08,4998.12",2543
2094694b-d636-4cf5-9242-332a67020a98,"0, 0, 1",0,"-1.307834e+00,6.000000e-06,-1.116638e+00","1.307834,1.210292,1.115333","261.5668,121.0286,223.1971",2544
2095427a-bf9e-415d-90d6-408a8c2e534b,"0, 0, 1",0,"-1.94857e+01,5.57647e-03,-1.59820e+01","19.4678,10.8598,15.9324","3895.35,1085.422353,3191.44",2545
209a6b86-31c8-452b-86c2-589820fa5585,"0, 0, 1",0,"-2.10309e+01,-5.08118e-04,-2.10549e+01","21.0309,78.5775,21.0549","4206.18,7857.8008118,4210.98",2546
209e62c8-e76b-4b6c-a4c7-192c28f5c5bb,"0, 0, 1",0,"-0.881737,0.,-0.169955","0.881737,1.137384,0.170529","176.3474,113.7384,34.0484",2547
209e7adb-6943-4e65-9eac-9f23306690d1,"0, 0, 1",0,"-1.73536,-0.003532,-1.38952","1.73502,0.78621,1.38946","347.038,78.9742,277.898",2548
209fdbd6-b95d-4d11-a05e-8fcefa32a60d,"0, 0, 1",0,"-0.736493,-0.,-0.745992","0.736493,0.323723,0.745992","147.2986,32.3723,149.1984",2549
20a1fe44-10c4-4685-bae0-5ce564e1a19c,"0, 0, 1",0,"-1.3278e+00,-4.2000e-05,-4.4595e-01","1.32655,0.750955,0.446045","265.435,75.0997,89.1995",2550
20a277a2-ff08-4993-9863-9591854ffe12,"0, 0, 1",0,"-1.289315,0.,-0.698535","1.290226,0.938716,0.697603","257.9541,93.8716,139.6138",2551
20a3d79a-96fd-4817-a3fd-ccf2f7f86cbc,"0, 0, 1",0,"-3.30303e-01,-4.50000e-05,-3.53539e-01","0.329993,0.759147,0.353461","66.0296,75.9192,70.7",2552
20a43bcc-33a6-4690-9515-6bca60acb9ac,"0, 0, 1",0,"-18.2918,-0.0200109,-14.3469","18.2955,37.7975,14.3349","3658.73,3781.75109,2868.18",2553
20ae6ca9-6eb4-4f2c-9606-82c7ad1074b0,"0, 0, 1",0,"-0.923054,0.,-0.233567","0.923053,2.190192,0.233597","184.6107,219.0192,46.7164",2554
20b3cb94-6487-41af-9226-7946cd14ed1b,"0, 0, 1",0,"-0.449844,-0.,-0.449844","0.449844,0.653159,0.449844","89.9688,65.3159,89.9688",2555
20b7029a-6c9c-4e76-ae6a-71ccf866f355,"0, 0, 1",0,"-90.7679,0.,-37.7835","90.7379,76.4451,37.7974","18150.58,7644.51,7558.09",2556
20b95756-2099-4c80-b152-3e458f00de91,"0, 0, 1",0,"-3.49027e-01,-8.00000e-06,-1.30666e-01","0.349027,1.93048,0.130666",",69.8054,193.0488,26.1332",2557
20b9a2fa-2146-4a2e-9652-86a64e415479,"0, 0, 1",0,"-0.808163,-0.001273,-1.11124","0.808315,0.80103,1.11333","161.6478,80.2303,222.457",2558
20c06fcb-1f85-4e6a-b4da-99683659d821,"0, 0, 1",0,"-1.25876e+00,-4.85000e-04,-5.17336e-01","1.25918,0.824533,0.517812","251.794,82.5018,103.5148",2559
20d88d15-d0c9-472a-b142-7281209aca94,"0, 0, 1",0,"-42.2247,0.,-42.2633",",42.2638,118.249,42.2635",",8448.85,11824.9,8452.68",2560
20d89bee-1cd0-4fd4-922e-b074046c1e14,"0, 0, 1",0,"-7.98822e+01,-3.05176e-06,-2.75636e+01","79.8822,68.8081,27.5457","15976.44,6880.81030518,5510.93",2561
20e18a2d-50d6-40a9-9129-4428c5fa4cd7,"0, 0, 1",0,"-1.52937e+00,3.03000e-04,-4.41876e-01","1.52933,0.887276,0.444603","305.87,88.6973,88.6479",2562
20e62a42-7efa-48cc-8afc-daa96a1b80f4,"0, 0, 1",0,"-1.16741,0.,-0.298925","1.16741,0.828067,0.298925","233.482,82.8067,59.785",2563
20eda684-75ab-45ea-a81e-8e1b2567f6ad,"0, 0, 1",0,"-36.0278,0.,-43.0227",",36.0278,192.7802,43.0227",",7205.56,19278.02,8604.54",2564
20eeba56-cf65-4738-8d1b-76cc473cb018,"0, 0, 1",0,"-1.17686,-0.,-0.404571","1.177,0.821679,0.404204","235.386,82.1679,80.8775",2565
20eec04a-a4c8-40b6-94cc-bd4d9387f966,"0, 0, 1",0,"-1.246186,0.,-0.514723","1.246186,0.811655,0.514723","249.2372,81.1655,102.9446",2566
20f05042-7c4f-4f9f-a70a-3df33420fbe7,"0, 0, 1",0,"-31.7691,0.,-41.8627",",31.7691,194.0865,41.8627",",6353.82,19408.65,8372.54",2567
20f08b15-7d53-4df6-942e-b4f65491baa6,"0, 0, 1",0,"-4.55244e+01,-8.16835e-03,-4.62100e+01",",45.4882,191.963,46.2571",",9101.26,19197.116835,9246.71",2568
20f171c7-21ae-4876-bb79-6ec3fabc2ade,"0, 0, 1",0,"-1.12211,0.,-1.13987","1.12216,1.87337,1.13985","224.427,187.337,227.972",2569
20f1c7ab-008a-4240-b35d-d8c4bdbe2304,"0, 0, 1",0,"-1.02438,0.,-1.11736","1.02438,0.797931,1.11736","204.876,79.7931,223.472",2570
20f2729d-a8d1-484e-bcf6-d49114a155e7,"0, 0, 1",0,"-4.63789e+01,-3.84254e-03,-4.62143e+01","46.3908,27.0367,46.2189","9276.97,2704.054254,9243.32",2571
20f62b0c-17b9-4672-82f5-fa39612fd3b2,"0, 0, 1",0,"-0.394924,0.,-0.404953","0.394924,0.887024,0.404953","78.9848,88.7024,80.9906",2572
20f90e73-6b2c-4e94-a5dc-57163d159135,"0, 0, 1",0,"-17.1545,0.,-14.4528","17.1545,35.7717,14.4528","3430.9,3577.17,2890.56",2573
20f9153c-a7ab-4d56-a8ab-b39daaa0ba7e,"0, 0, 1",0,"-7.61924e-01,-3.60000e-04,-3.12404e-01","0.762219,0.679767,0.312497","152.4143,68.0127,62.4901",2574
20fac546-3f84-4075-90d5-b4e167dcfefe,"0, 0, 1",0,"-1.724125,0.,-0.312024","1.724125,2.780056,0.312024","344.825,278.0056,62.4048",2575
20fb1c4b-96da-4f80-bfa7-4c37339a7b9d,"0, 0, 1",0,"-5.4321e-01,-3.2000e-05,-2.1000e-01","0.54321,0.991873,0.21007","108.642,99.1905,42.007",2576
2103697b-b1b4-4277-8bf8-b0c9da18b3e4,"0, 0, 1",0,"-34.4255,0.,-33.1837","34.4255,46.6809,33.1837","6885.1,4668.09,6636.74",2577
21071e0d-8228-4651-99d1-6c503fe1ed2d,"0, 0, 1",0,"-0.275029,0.,-0.274998","0.274708,0.683287,0.274708","54.9737,68.3287,54.9706",2578
210bbebc-d2f0-4334-877c-ceedf9e5cfa5,"0, 0, 1",0,"-22.1406,0.,-22.172","22.1406,35.8258,22.172","4428.12,3582.58,4434.4",2579
210e365e-f949-4075-a7c4-4a7cc43178bc,"0, 0, 1",0,"-0.555337,-0.,-0.183483","0.555337,0.715768,0.183483","111.0674,71.5768,36.6966",2580
21133073-d078-40a4-a21d-53d2fa4d989c,"0, 0, 1",0,"-1.2375e+00,-2.8900e-04,-4.2756e-01","1.23749,0.925604,0.427608","247.499,92.5893,85.5168",2581
211361fc-1db9-4d5e-8a0c-f79751519a1a,"0, 0, 1",0,"-1.025,0.,-0.475","1.025,0.739972,0.475","205.,73.9972,95.",2582
21139142-2095-4df1-a9d8-b9647d991cce,"0, 0, 1",0,"-26.4945,0.,-26.4888","26.4451,56.9654,26.4984","5293.96,5696.54,5298.72",2583
211afccd-ca29-3845-958d-2325f600929e,"0, 0, 1",0,"-45.675,0.,-45.675","45.675,81.9237,45.675","9135.,8192.37,9135.",2584
211dde8c-bf9b-47b8-ac49-65d2738b6608,"0, 0, 1",0,"-49.7352,0.,-26.3035","49.7352,78.0302,26.3035","9947.04,7803.02,5260.7",2585
2138ef44-a995-43ae-a69e-89c68b79c10d,"0, 0, 1",0,"-1.116826,-0.,-0.517152","1.116826,0.958197,0.517152","223.3652,95.8197,103.4304",2586
213938d5-0f6f-4a81-86d3-3e1d7b589193,"0, 0, 1",0,"-54.4864,0.,-55.9249",",54.4864,258.3215,55.9249","10897.28,25832.15,11184.98",2587
213f605a-eec9-4832-85b6-8a4cde08c4cd,"0, 0, 1",0,"-1.383,0.,-1.145904","1.383,1.228,1.145894","276.6,122.8,229.1798",2588
214414aa-76ab-4fb6-88ef-b72de319fdf0,"0, 0, 1",0,"-24.9833,0.,-23.5928","24.9833,59.938,23.5928","4996.66,5993.8,4718.56",2589
214c4c33-af26-45c2-ae83-d32a433ce543,"0, 0, 1",0,"-0.721785,0.,-0.297834","0.721692,0.866947,0.297927","144.3477,86.6947,59.5761",2590
21521120-cb75-3838-a105-7cb2d020a73d,"0, 0, 1",0,"-1.081673e+00,1.300000e-05,-4.435660e-01","1.11899,0.850319,0.496764","220.0663,85.0306,94.033",2591
21527003-57a2-4f87-81e7-64ef86dd2d21,"0, 0, 1",0,"-1.78521e+02,-2.56227e-02,-9.72509e+01","178.521,96.5381,97.2688","35704.2,9656.37227,19451.97",2592
2158ce7b-fb91-48f5-a0d5-f71e70c92d39,"0, 0, 1",0,"-1.57766e+02,4.31800e-04,-1.02994e+02","157.698,91.1767,102.84","31546.4,9117.62682,20583.4",2593
2159deb3-5035-4ab1-a405-b1f81fe56f17,"0, 0, 1",0,"-0.25,-0.,-0.25","0.25,0.46,0.25","50.,46.,50.",2594
215b3ef5-83d0-4d82-9ed6-1f73a6d2f751,"0, 0, 1",0,"-0.232761,0.,-0.275541","0.23287,0.839563,0.275541","46.5631,83.9563,55.1082",2595
215f41e9-f851-40f1-b2a2-d9daacaae1b9,"0, 0, 1",0,"-0.299883,0.,-0.251751","0.299883,0.79637,0.251751","59.9766,79.637,50.3502",2596
216e2aa6-cf42-3fdb-a955-0b18ca2802dc,"0, 0, 1",0,"-43.2473,0.,-38.2403","43.2473,77.5224,37.9947","8649.46,7752.24,7623.5",2597
216f7336-4e3e-4665-940a-d33ca4afb0fd,"0, 0, 1",0,"-1.39624,0.,-0.506644","1.39622,1.08799,0.50694","279.246,108.799,101.3584",2598
2174747e-042c-4695-8b8e-2fa6200af0f8,"0, 0, 1",0,"-2.09022e-01,-1.00000e-06,-2.18165e-01","0.209033,1.04445,0.217833",",41.8055,104.4451,43.5998",2599
21789fcc-7d2f-40b0-914d-e05f49727f0a,"0, 0, 1",0,"-2.80974e+01,-1.12692e-02,-2.49398e+01","28.0974,67.7805,24.9398","5619.48,6779.17692,4987.96",2600
217a1377-a996-4b31-9145-07c1a3ad438d,"0, 0, 1",0,"-0.816866,0.,-0.213056","0.816866,0.473112,0.213056","163.3732,47.3112,42.6112",2601
217bf2c3-d489-4916-aa42-a361a63b8682,"0, 0, 1",0,"-0.353868,0.,-0.264466","0.353868,0.727736,0.264466","70.7736,72.7736,52.8932",2602
2181ebd2-123e-4342-83fb-28a30251b229,"0, 0, 1",0,"-7.37687e+00,-1.17488e-04,-4.41291e+00",",7.37687,26.5964,4.41582","1475.374,2659.6517488,882.873",2603
21839bde-a699-4bc9-b8a0-a2f3b850c8ef,"0, 0, 1",0,"-0.919388,0.,-0.54","0.919388,0.861758,0.54","183.8776,86.1758,108.",2604
21855a19-6207-4221-80dc-7471e7378317,"0, 0, 1",0,"-112.052,0.,-26.0607","112.052,116.27,26.0607","22410.4,11627.,5212.14",2605
218cb5eb-18fc-486f-857a-53007f719f67,"0, 0, 1",0,"-0.590164,0.,-0.590164","0.590164,0.420622,0.590164","118.0328,42.0622,118.0328",2606
218def69-dc80-4131-9153-7237bd492ff4,"0, 0, 1",0,"-8.00002e+01,-6.72534e-03,-1.64908e+01",",80.0002,200.,16.5866","16000.04,20000.672534,3307.74",2607
218f80da-41a8-3112-8a82-4f74012f4361,"0, 0, 1",0,"-3.58354e-01,1.23000e-04,-3.83394e-01","0.359444,0.72996,0.418556","71.7798,72.9837,80.195",2608
218ff04f-b3e6-4d56-9547-c2c3861a1c6c,"0, 0, 1",0,"-2.32377e+01,-9.67040e-03,-2.04153e+01",",23.2377,165.608,20.409",",4647.54,16561.76704,4082.43",2609
21910dbc-4da0-3b35-a43c-e4b09ed594e5,"0, 0, 1",0,"-5.45735e-01,-1.00000e-06,-5.77308e-01","0.560742,0.670038,0.530151","110.6477,67.0039,110.7459",2610
219ab3a0-989f-40aa-81f4-f1dba609f50c,"0, 0, 1",0,"-0.314529,0.,-0.207394","0.314551,0.525793,0.207892","62.908,52.5793,41.5286",2611
219b1288-dfe2-46c4-832a-df534003ccab,"0, 0, 1",0,"-9.51312e+01,1.52588e-06,-2.72443e+01",",95.1312,136.111,27.2676","19026.24,13611.09984741,5451.19",2612
219bf1c4-c574-3082-9628-55a6c6ba81e0,"0, 0, 1",0,"-0.235784,-0.00086,-0.307761","0.232788,0.992372,0.305241","46.8572,99.3232,61.3002",2613
21af7203-f97e-32e4-b0a1-3ed957f2edb0,"0, 0, 1",0,"-0.229154,-0.001795,-0.248723","0.229154,1.110023,0.248723",",45.8308,111.1818,49.7446",2614
21b7c9d6-c768-465f-a3f9-900f06d5fbc4,"0, 0, 1",0,"-9.70146e-01,-1.30000e-05,-1.05301e+00","0.971558,1.00299,1.05066","194.1704,100.3003,210.367",2615
21bcda68-4ed9-4d4f-9c38-37819fc7e3f6,"0, 0, 1",0,"-22.3903,0.,-24.6799","22.4053,88.2983,24.6956","4479.56,8829.83,4937.55",2616
21bf54d9-7e1d-4676-938b-2996bfa729aa,"0, 0, 1",0,"-1.12992e+00,-1.56000e-04,-4.51910e-01","1.12987,0.869924,0.452474","225.979,87.008,90.4384",2617
21bf59a1-ff5f-40a5-8700-df838dfb2cb9,"0, 0, 1",0,"-0.83738,0.,-0.425147","0.83738,0.797436,0.425147","167.476,79.7436,85.0294",2618
21c036ce-d000-417b-b385-7e58d07a45a7,"0, 0, 1",0,"-1.118852,0.,-0.233854","1.118852,0.587707,0.233854","223.7704,58.7707,46.7708",2619
21c8059b-9723-437a-ad8f-526b5d736ab8,"0, 0, 1",0,"-0.669562,0.,-0.450001","0.669562,0.38,0.450001","133.9124,38.,90.0002",2620
21d185bb-e765-4811-b7c0-073addcd0bfb,"0, 0, 1",0,"-14.0437,0.,-14.0563","14.0437,22.9517,14.0563","2808.74,2295.17,2811.26",2621
21d2f6b8-2990-4da0-8114-8f0050b80027,"0, 0, 1",0,"-3.67592e+01,-3.35693e-05,-4.45302e+01","36.7623,81.3627,44.3999","7352.15,8136.27335693,8893.01",2622
21da5026-5274-425d-b740-5278e69a8c26,"0, 0, 1",0,"-0.833935,-0.,-0.292024","0.833935,2.36146,0.292024","166.787,236.146,58.4048",2623
21da9347-2b4a-4847-9c0d-d7142a4b9ac6,"0, 0, 1",0,"-1.02072,-0.,-0.30806","1.02072,2.4,0.308097","204.144,240.,61.6157",2624
